0,1,2,3,4,5,6
280,11,5,6,7,5,15
9,46,0,2,10,3,4
3,0,111,10,15,7,14
11,0,20,1101,13,8,32
1,5,15,10,400,8,39
4,1,15,6,2,129,5
18,1,21,22,55,3,560
