experiment_name,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,specificity_macro,top_2_accuracy,top_3_accuracy,mcc,cohen_kappa,auc_macro_ovr,inference_total_seconds,inference_ms_per_image,num_parameters
poster_v2_scratch_aug,0.85625814863103,0.7931707381717856,0.7925888003023297,0.7931707381717856,0.7917196133907467,0.8594116935737302,0.85625814863103,0.8574040094277918,0.9749416980341773,0.9449152542372882,0.9729465449804433,0.8116554089797412,0.8115192173394942,0.9646020363324924,12.541192600037903,4.087742046948469,28982206
