0,1,2,3,4,5,6
191,39,19,18,15,10,37
9,41,6,8,3,1,6
5,9,65,22,19,8,32
44,40,104,860,47,17,73
15,24,67,66,208,25,73
8,23,22,20,14,67,8
48,15,77,57,83,18,382
