experiment_name,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,specificity_macro,top_2_accuracy,top_3_accuracy,mcc,cohen_kappa,auc_macro_ovr,inference_total_seconds,inference_ms_per_image,num_parameters
custom_cnn_transfer_aug,0.32073011734028684,0.3841243220267833,0.37560280704993076,0.3841243220267833,0.3171531316198389,0.5443555269622825,0.32073011734028684,0.32803167720728277,0.8897122544653275,0.4996740547588005,0.644393741851369,0.23066543206620446,0.21151141596434508,0.7624740622331798,17.700125999748707,5.769271838249252,1309415
