0,1,2,3,4,5,6
142,14,10,5,33,50,75
13,27,6,1,7,17,3
6,2,50,1,17,43,41
91,12,304,182,164,213,219
16,9,90,12,174,101,76
3,4,23,4,16,98,14
56,14,118,8,95,78,311
