epoch,loss,accuracy,top_2_accuracy,top_3_accuracy,val_loss,val_accuracy,val_top_2_accuracy,val_top_3_accuracy,lr
1,1.743637660320059,0.3173537850379944,0.5181208252906799,0.6683604717254639,1.6595951653511094,0.30038022994995117,0.49321022629737854,0.6300923228263855,0.001
2,1.596153644724523,0.3877277076244354,0.5897411108016968,0.7362416386604309,1.6540730918379727,0.2954915761947632,0.47800108790397644,0.6306354999542236,0.001
3,1.546968986364019,0.41428571939468384,0.613614559173584,0.7559923529624939,1.5680042145240571,0.3443780541419983,0.5464421510696411,0.7012493014335632,0.001
4,1.5289235710754834,0.41754552721977234,0.6184084415435791,0.7609779238700867,1.6199672461721575,0.287343829870224,0.4774579107761383,0.6273764371871948,0.001
5,1.4760477828842338,0.42703738808631897,0.6303930878639221,0.7739213705062866,1.562240491542785,0.3785986006259918,0.5708853602409363,0.7066811323165894,0.001
6,1.4630207799425061,0.4405560791492462,0.6451581716537476,0.7807286381721497,1.6132163716553993,0.35035306215286255,0.5301466584205627,0.6621401309967041,0.001
7,1.449993256503075,0.44803452491760254,0.648226261138916,0.7806327939033508,1.5606091456332976,0.3726235628128052,0.5518739819526672,0.6811515688896179,0.001
8,1.4472670174742248,0.4490891695022583,0.6535953879356384,0.784755527973175,1.5864934695926067,0.35361215472221375,0.555676281452179,0.6990765929222107,0.001
9,1.4272549176376137,0.44400766491889954,0.6500479578971863,0.7895493507385254,1.620922537940407,0.3633894622325897,0.5497012734413147,0.6795219779014587,0.001
10,1.4107968712355923,0.45206135511398315,0.6657717823982239,0.7960690259933472,1.5317352752462798,0.3699076473712921,0.5567626357078552,0.7077675461769104,0.001
11,1.4074078439180369,0.44745925068855286,0.6591562628746033,0.7942473888397217,1.5736285514121855,0.3780553936958313,0.5676262974739075,0.7224334478378296,0.001
12,1.3859216432443402,0.45992329716682434,0.6666346788406372,0.8022052049636841,1.5431407939345212,0.369364470243454,0.5491580367088318,0.6876697540283203,0.001
13,1.3749006183584036,0.46462127566337585,0.6762224435806274,0.8066155314445496,1.5517127461436,0.3747963011264801,0.5730581283569336,0.7197175621986389,0.001
14,1.3725033538339235,0.46720996499061584,0.6722914576530457,0.8051773905754089,1.5412660850123956,0.3731667697429657,0.5643671751022339,0.7072243094444275,0.001
15,1.3524814253685458,0.47401726245880127,0.6860978007316589,0.8130393028259277,1.5566756519398437,0.3633894622325897,0.5562194585800171,0.7055947780609131,0.0003
16,1.3199174618560996,0.4820709526538849,0.6829338669776917,0.8115052580833435,1.5467238691046081,0.38891905546188354,0.5860944986343384,0.7381857633590698,0.0003
17,1.3099835848076804,0.4882071018218994,0.6891658902168274,0.8197507262229919,1.5216829236080827,0.3780553936958313,0.564910352230072,0.7126561403274536,0.0003
18,1.2905607909164172,0.4862895607948303,0.6956855058670044,0.8226270079612732,1.5403904260856052,0.38403043150901794,0.5763171911239624,0.7262357473373413,0.0003
19,1.3059943334139663,0.4855225384235382,0.6916586756706238,0.8243528008460999,1.5216830077862882,0.37696903944015503,0.5545898675918579,0.7077675461769104,0.0003
20,1.2947541978420942,0.48456376791000366,0.6927133202552795,0.8201342225074768,1.5243470058824498,0.3948940932750702,0.5877240896224976,0.738728940486908,0.0003
21,1.2725613438157313,0.49175456166267395,0.7011505365371704,0.8289549350738525,1.532095696795317,0.3932645320892334,0.5920695066452026,0.7370994091033936,0.0003
22,1.2643627046052928,0.5006711483001709,0.7078619599342346,0.8380632996559143,1.5039968138347173,0.39435088634490967,0.5947854518890381,0.7441607713699341,0.0003
23,1.2658440367373158,0.4934803545475006,0.7032598257064819,0.8340364098548889,1.5165792773561204,0.3997827172279358,0.613253653049469,0.7561107873916626,0.0003
24,1.246870493317382,0.4987536072731018,0.7130393385887146,0.8394055366516113,1.4951286181880366,0.39054861664772034,0.5926126837730408,0.7457903027534485,0.0003
25,1.2322196039463165,0.49961650371551514,0.7124640345573425,0.8405560851097107,1.524644647131531,0.39054861664772034,0.5882672667503357,0.7349266409873962,0.0003
26,1.234640170263764,0.5078619122505188,0.7125599384307861,0.8364333510398865,1.5338543520745604,0.4014122784137726,0.5996741056442261,0.7517653703689575,0.0003
27,1.2470858695065872,0.502301037311554,0.7146692276000977,0.838542640209198,1.5335775071806652,0.39217817783355713,0.5850081443786621,0.728951632976532,0.0003
28,1.2340681111938316,0.5030680894851685,0.7148609757423401,0.838830292224884,1.5152391956138715,0.3986963629722595,0.5996741056442261,0.7403584718704224,0.0003
29,1.2181475547221798,0.5015340447425842,0.7097795009613037,0.8363375067710876,1.525015741829507,0.3948940932750702,0.5958718061447144,0.7381857633590698,8.999999999999999e-05
30,1.2242362732626677,0.5120805501937866,0.718120813369751,0.8427612781524658,1.5109587934339648,0.40575775504112244,0.6051059365272522,0.7555676102638245,8.999999999999999e-05
