0,1,2,3,4,5,6
226,11,21,14,17,9,31
16,35,7,3,4,6,3
7,4,54,15,24,20,36
44,14,73,786,92,68,108
31,12,49,48,241,29,68
10,10,12,16,14,89,11
50,7,74,55,95,28,371
