experiment_name,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,specificity_macro,top_2_accuracy,top_3_accuracy,mcc,cohen_kappa,auc_macro_ovr,inference_total_seconds,inference_ms_per_image,num_parameters
swin_face_scratch_aug,0.6939374185136897,0.6307741969559878,0.5883579475239648,0.6307741969559878,0.6039919648153156,0.7051295212562448,0.6939374185136897,0.6975108018639268,0.9460432650328642,0.8634289439374185,0.9305736636245111,0.6018364705916449,0.601265276158397,0.9076709200167291,26.669239700073376,8.692711766647125,38800289
