0,1,2,3,4,5,6
284,11,6,5,5,6,12
15,46,0,2,7,2,2
7,0,99,12,17,11,14
16,6,14,1091,14,8,36
9,4,11,11,406,3,34
4,2,16,5,4,127,4
33,1,18,15,57,4,552
