0,1,2,3,4,5,6
266,17,8,1,6,15,16
17,45,1,1,5,2,3
2,4,89,2,22,15,26
29,17,54,887,49,41,108
7,13,22,7,379,10,40
4,7,8,1,1,129,12
34,7,31,3,61,13,531
