0,1,2,3,4,5,6
279,18,2,3,9,3,15
10,47,1,2,6,5,3
9,3,80,4,18,15,31
21,14,49,914,63,26,98
2,12,17,7,380,9,51
10,10,5,2,3,127,5
45,2,36,9,78,12,498
