epoch,loss,accuracy,top_2_accuracy,top_3_accuracy,val_loss,val_accuracy,val_top_2_accuracy,val_top_3_accuracy,lr
1,1.9455145346695488,0.19156280159950256,0.35886865854263306,0.5234899520874023,1.8810539967595463,0.3161325454711914,0.4703965187072754,0.6018468141555786,0.001
2,1.9280710283656135,0.20795781910419464,0.38005751371383667,0.5464046001434326,1.8736476746025064,0.21401412785053253,0.40575775504112244,0.545898973941803,0.001
3,1.9060253002956753,0.2136145681142807,0.3883988559246063,0.5596356391906738,1.933108280820085,0.23954372107982635,0.3954372704029083,0.5393807888031006,0.001
4,1.9100982122430408,0.22799617052078247,0.399520605802536,0.562128484249115,1.8700992102081655,0.22379142045974731,0.35850080847740173,0.5095056891441345,0.001
5,1.8957657962608887,0.2288590669631958,0.3966442942619324,0.5678811073303223,1.8643521828084197,0.26778924465179443,0.43454644083976746,0.5866376757621765,0.001
6,1.8799017577249046,0.23365291953086853,0.4034515917301178,0.576414167881012,1.8794473418718056,0.15697990357875824,0.3025529682636261,0.48343291878700256,0.001
7,1.8763659574612903,0.21975071728229523,0.400958776473999,0.5816874504089355,1.8831904378680675,0.12710483372211456,0.30852797627449036,0.5078761577606201,0.001
8,1.8641095600329332,0.21975071728229523,0.40239691734313965,0.5728667378425598,1.9132749678841239,0.1629549115896225,0.3411189615726471,0.5306898355484009,0.001
9,1.849268759268471,0.22051773965358734,0.4080536961555481,0.5882070660591125,1.8122489010102718,0.2542096674442291,0.42639869451522827,0.5850081443786621,0.001
10,1.848493571432302,0.23461169004440308,0.4172579050064087,0.6043145060539246,1.810097250713077,0.18522542715072632,0.38946226239204407,0.5578489899635315,0.001
11,1.8331916555119383,0.22981783747673035,0.428475558757782,0.6144774556159973,1.8036677556346123,0.20586638152599335,0.3997827172279358,0.5725149512290955,0.001
12,1.8054337336255857,0.264717161655426,0.4510067105293274,0.6245445609092712,1.957077130294895,0.24606192111968994,0.4568169414997101,0.5882672667503357,0.001
13,1.7827210059444834,0.28868648409843445,0.49453499913215637,0.6586769223213196,1.7750784468547214,0.34057578444480896,0.5486148595809937,0.6730037927627563,0.001
14,1.7513129101503615,0.30853307247161865,0.5126557946205139,0.6698945164680481,1.6966671853658624,0.32645300030708313,0.5029875040054321,0.6632264852523804,0.001
15,1.7003724644991032,0.3539789021015167,0.5395973324775696,0.6940556168556213,1.606302655436046,0.3628462851047516,0.5616512894630432,0.7164584398269653,0.001
16,1.6627530688407437,0.3619367182254791,0.5570470094680786,0.7105464935302734,1.6299655706192215,0.3481803238391876,0.5382944345474243,0.6958174705505371,0.001
17,1.6271006980998404,0.3881112039089203,0.5692234039306641,0.7213806509971619,1.6216895329699705,0.33894622325897217,0.5567626357078552,0.6985334157943726,0.001
18,1.5876724407291138,0.41581976413726807,0.6011505126953125,0.7413231134414673,1.4755968252062344,0.44269418716430664,0.6529060006141663,0.7794677019119263,0.001
19,1.5399987340544923,0.4399808347225189,0.6204218864440918,0.76442950963974,1.4641276290726235,0.3546985387802124,0.5719717741012573,0.7425312399864197,0.001
20,1.478725095540428,0.45723873376846313,0.6465004682540894,0.781591534614563,1.3782279949872018,0.4720260798931122,0.6550787687301636,0.7946767807006836,0.001
21,1.436731178031329,0.48437198996543884,0.6764141917228699,0.7979865670204163,1.339657124878595,0.47691473364830017,0.686583399772644,0.7946767807006836,0.001
22,1.3718991895878647,0.5115052461624146,0.7040268182754517,0.8244487047195435,1.5114984019562836,0.40412819385528564,0.618142306804657,0.7517653703689575,0.001
23,1.3086925751639464,0.5332694053649902,0.7280920147895813,0.8416107296943665,1.3419995213707525,0.4839760959148407,0.6909288167953491,0.8245518803596497,0.001
24,1.281101605624732,0.5486097931861877,0.7398849725723267,0.8488015532493591,1.1533689532896412,0.579576313495636,0.7740358710289001,0.874524712562561,0.001
25,1.2432823511006619,0.5631831288337708,0.7602109313011169,0.8653882741928101,1.2099576245372157,0.5583921670913696,0.7599130868911743,0.855513334274292,0.001
26,1.218191661850718,0.572483241558075,0.7625119686126709,0.8675934672355652,1.1246496941783,0.5486148595809937,0.7479630708694458,0.8549700975418091,0.001
27,1.161054887821896,0.5932886004447937,0.7782358527183533,0.8774688243865967,1.1715249429572736,0.5513308048248291,0.7512221336364746,0.874524712562561,0.001
28,1.1345673001509728,0.6011505126953125,0.789357602596283,0.8864812850952148,1.0678932372478607,0.6029331684112549,0.797392725944519,0.9000543355941772,0.001
29,1.0976704387056748,0.6171620488166809,0.7981783151626587,0.8905081748962402,1.0334642023123328,0.5915263295173645,0.7848995327949524,0.8859315514564514,0.001
30,1.0748323974079048,0.6250239610671997,0.8071907758712769,0.8975071907043457,1.1088370040407134,0.5524171590805054,0.7533949017524719,0.8642042279243469,0.001
