0,1,2,3,4,5,6
105,11,27,79,16,2,89
10,3,5,13,4,1,38
54,6,11,28,11,1,49
504,33,96,267,55,14,216
124,30,40,85,33,3,163
31,10,13,13,11,2,82
221,19,67,109,27,17,220
