experiment_name,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,specificity_macro,top_2_accuracy,top_3_accuracy,mcc,cohen_kappa,auc_macro_ovr,inference_total_seconds,inference_ms_per_image,num_parameters
densenet121_scratch_noaug,0.7011082138200783,0.643815866035865,0.5924888327339913,0.643815866035865,0.610850561202021,0.7293367557623859,0.7011082138200783,0.7114390861789313,0.9489489864507884,0.8679921773142112,0.9390482398956975,0.6175527547431733,0.6158150552218166,0.9206485376293101,17.69074649969116,5.766214634840665,7218567
