0,1,2,3,4,5,6
247,23,7,10,8,14,20
15,37,4,4,3,7,4
6,3,79,13,12,22,25
22,21,45,952,59,18,68
7,7,45,35,296,20,68
7,5,18,8,5,116,3
48,2,74,31,88,13,424
