0,1,2,3,4,5,6
252,20,6,9,8,7,27
12,42,2,3,5,7,3
14,4,45,8,15,22,52
54,48,47,859,70,11,96
38,27,25,49,224,22,93
18,12,11,7,4,100,10
87,13,42,25,71,12,430
