experiment_name,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,specificity_macro,top_2_accuracy,top_3_accuracy,mcc,cohen_kappa,auc_macro_ovr,inference_total_seconds,inference_ms_per_image,num_parameters
mobilenetv2_fine_tuning_noaug,0.5941981747066493,0.5583650858533168,0.5038060883436871,0.5583650858533168,0.5209256330653265,0.6393525610904481,0.5941981747066493,0.6079714117031114,0.9303871180132963,0.7855280312907431,0.8911342894393742,0.49080308921650784,0.4868545832733826,0.866921433043861,10.831352999899536,3.5304279660689493,2554119
