0,1,2,3,4,5,6
231,10,17,14,19,8,30
20,32,3,4,5,4,6
9,3,64,12,25,15,32
63,19,65,770,95,55,118
16,14,45,47,262,25,69
7,7,14,14,6,105,9
76,3,83,46,92,21,359
