0,1,2,3,4,5,6
255,11,8,5,12,11,27
14,33,3,4,9,7,4
3,1,84,10,19,13,30
23,11,46,946,69,22,68
6,5,33,28,326,14,66
6,5,18,14,13,99,7
36,1,56,17,89,11,470
