0,1,2,3,4,5,6
63,0,18,1,26,27,194
6,0,4,0,17,19,28
29,0,5,0,10,14,102
203,0,82,15,106,91,688
96,3,25,3,85,50,216
31,0,11,0,19,26,75
172,3,56,3,54,38,354
