epoch,loss,accuracy,top_2_accuracy,top_3_accuracy,val_loss,val_accuracy,val_top_2_accuracy,val_top_3_accuracy,lr
1,1.7352338410749646,0.31773731112480164,0.5295302271842957,0.6782358288764954,1.7052639427552854,0.28462791442871094,0.5149375200271606,0.6778924465179443,0.001
2,1.590038507531039,0.3895493745803833,0.5957813858985901,0.7427612543106079,1.6482445104558594,0.2906029224395752,0.49972841143608093,0.6621401309967041,0.001
3,1.55295209960078,0.4042186141014099,0.6073825359344482,0.7455416917800903,1.6177993628202996,0.3313416540622711,0.536121666431427,0.7099402546882629,0.001
4,1.5342940479774145,0.4167785346508026,0.6233940720558167,0.7604026794433594,1.5997762480616116,0.3041824996471405,0.5285171270370483,0.6974470615386963,0.001
5,1.5204631186857434,0.4180249273777008,0.6279961466789246,0.7699903845787048,1.5980989774370375,0.3595871925354004,0.5774036049842834,0.7479630708694458,0.001
6,1.4999306593736774,0.4220517873764038,0.6282837986946106,0.7686481475830078,1.5887749680742371,0.31993481516838074,0.5339489579200745,0.6860402226448059,0.001
7,1.483909094962269,0.42617449164390564,0.6395972967147827,0.7794822454452515,1.5929837140099372,0.3362303078174591,0.5502444505691528,0.7072243094444275,0.001
8,1.4835920134989664,0.425886869430542,0.6369127631187439,0.7790029048919678,1.6010504009152546,0.3460076153278351,0.5719717741012573,0.7316675782203674,0.001
9,1.4652291550046532,0.4291467070579529,0.6368168592453003,0.7720038294792175,1.6001309240596053,0.3525258004665375,0.5703421831130981,0.725149393081665,0.001
10,1.4639720264125762,0.43221476674079895,0.6369127631187439,0.7813039422035217,1.593381840272289,0.34057578444480896,0.564910352230072,0.7360130548477173,0.001
11,1.4394565385460054,0.4332694113254547,0.6407478451728821,0.7816874384880066,1.6025479978222616,0.321021169424057,0.5448126196861267,0.7028788924217224,0.0003
12,1.4033730593075118,0.4525407552719116,0.6665388345718384,0.7977948188781738,1.588863032593279,0.33568713068962097,0.564910352230072,0.7180879712104797,0.0003
13,1.403029040956543,0.45474591851234436,0.661169707775116,0.7988494634628296,1.5863643202167823,0.33568713068962097,0.5562194585800171,0.7218902707099915,0.0003
14,1.3865100152769116,0.4622243642807007,0.6721956133842468,0.8041227459907532,1.5767944443815107,0.3346007466316223,0.555676281452179,0.7175447940826416,0.0003
15,1.3636240357520597,0.4648130536079407,0.6716203093528748,0.8002876043319702,1.5863672673605111,0.3525258004665375,0.5676262974739075,0.7240630388259888,0.0003
16,1.371596216721137,0.4657718241214752,0.6699904203414917,0.7994247078895569,1.5926388553922943,0.34872353076934814,0.5632808208465576,0.7229766249656677,0.0003
17,1.3700507190517817,0.457622230052948,0.670565664768219,0.8031639456748962,1.5755492191739473,0.3291689157485962,0.5524171590805054,0.7115697860717773,0.0003
18,1.3414859018526963,0.4650048017501831,0.6744007468223572,0.8100671172142029,1.5792261352362935,0.36067354679107666,0.579576313495636,0.7327539324760437,0.0003
19,1.3530166583230374,0.4769894480705261,0.6804410219192505,0.8112176656723022,1.5819706741977424,0.3443780541419983,0.5736013054847717,0.7175447940826416,0.0003
20,1.3450366171528714,0.4716203212738037,0.6771811842918396,0.8118887543678284,1.59104006637509,0.34546440839767456,0.5779467821121216,0.73384028673172,0.0003
21,1.3235667818687564,0.47046980261802673,0.6831256151199341,0.8149568438529968,1.5825720959419405,0.3682781159877777,0.5936990976333618,0.7447039484977722,0.0003
22,1.331605792137029,0.4761265516281128,0.6836050152778625,0.8159156441688538,1.5766077293513068,0.35741445422172546,0.5898967981338501,0.7316675782203674,8.999999999999999e-05
23,1.3204213457390994,0.47861936688423157,0.6840843558311462,0.817449688911438,1.5754108807757004,0.35035306215286255,0.5888104438781738,0.7447039484977722,8.999999999999999e-05
24,1.3113548540543276,0.47641420364379883,0.6885905861854553,0.8204218745231628,1.558317096838156,0.36556220054626465,0.6023899912834167,0.7441607713699341,8.999999999999999e-05
25,1.3279823071661754,0.47392138838768005,0.683509111404419,0.8139021992683411,1.5643085035404907,0.3715372085571289,0.5969581604003906,0.7441607713699341,8.999999999999999e-05
26,1.307249148580052,0.47852349281311035,0.6815915703773499,0.8139981031417847,1.5806985701121175,0.35850080847740173,0.5822922587394714,0.7392721176147461,8.999999999999999e-05
27,1.300816681263888,0.47842761874198914,0.6952061653137207,0.8254075050354004,1.5646124654720168,0.3731667697429657,0.6002172827720642,0.7512221336364746,8.999999999999999e-05
28,1.3111264958249071,0.473633736371994,0.6865772008895874,0.8223394155502319,1.5798194873986977,0.35524171590805054,0.5768604278564453,0.738728940486908,8.999999999999999e-05
29,1.3042401127024328,0.4737296402454376,0.6896452307701111,0.8181207776069641,1.5827505444133496,0.35578489303588867,0.5839217901229858,0.7316675782203674,2.6999999999999996e-05
30,1.3114451606573103,0.4773729741573334,0.6815915703773499,0.8135187029838562,1.5747110744587174,0.3530689775943756,0.5866376757621765,0.738728940486908,2.6999999999999996e-05
