experiment_name,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,specificity_macro,top_2_accuracy,top_3_accuracy,mcc,cohen_kappa,auc_macro_ovr,inference_total_seconds,inference_ms_per_image,num_parameters
vgg16_transfer_noaug,0.6245110821382008,0.5949795876880815,0.5257938822931391,0.5949795876880815,0.5383805526288513,0.6872313918070557,0.6245110821382008,0.644970850757739,0.9368444002752054,0.788787483702738,0.8836375488917861,0.5312038637649076,0.5264398698114823,0.8913816415689206,26.268580300267786,8.56211874193865,21139783
