0,1,2,3,4,5,6
193,40,20,7,16,13,40
5,47,4,3,3,7,5
9,9,63,11,16,16,36
31,56,68,802,66,40,122
9,27,24,29,292,21,76
5,9,16,9,6,106,11
41,24,68,25,82,27,413
