0,1,2,3,4,5,6
253,20,13,2,9,4,28
12,45,2,1,5,4,5
16,7,73,4,21,13,26
82,32,132,671,84,50,134
25,26,61,11,276,24,55
14,17,24,6,5,90,6
59,9,84,13,93,17,405
