epoch,loss,accuracy,top_2_accuracy,top_3_accuracy,val_loss,val_accuracy,val_top_2_accuracy,val_top_3_accuracy,lr
1,1.9616404424120573,0.2116970270872116,0.3949185013771057,0.5578140020370483,1.925069989813598,0.2542096674442291,0.4785442650318146,0.6067354679107666,0.001
2,1.9163297161274193,0.2109300047159195,0.3750719130039215,0.5385426878929138,4.76668694238181,0.28136882185935974,0.4432373642921448,0.6029331684112549,0.001
3,1.8970278398645462,0.25637584924697876,0.41169703006744385,0.5707574486732483,1.8496914866953553,0.2954915761947632,0.42585551738739014,0.5833786129951477,0.001
4,1.8693109953963516,0.27497604489326477,0.45455417037010193,0.6154362559318542,1.8029310771915201,0.23139597475528717,0.4606192409992218,0.6300923228263855,0.001
5,1.800225520202549,0.32320231199264526,0.5021092891693115,0.645637571811676,1.7603584158880305,0.3373166620731354,0.5296034812927246,0.6882129311561584,0.001
6,1.755029200067456,0.32981783151626587,0.5157238841056824,0.6720038056373596,1.7137503741164366,0.33351439237594604,0.5524171590805054,0.7077675461769104,0.001
7,1.6779205001097741,0.38667306303977966,0.5671141147613525,0.7124640345573425,1.5487554529191099,0.4405214488506317,0.6224877834320068,0.7544812560081482,0.001
8,1.533561538895619,0.45867690443992615,0.6428571343421936,0.7703739404678345,1.5934877725867458,0.4372623562812805,0.618142306804657,0.7425312399864197,0.001
9,1.4137450472849098,0.5056567788124084,0.6940556168556213,0.8176414370536804,1.378927407123549,0.5344921350479126,0.7153720855712891,0.8381314277648926,0.001
10,1.3397979231603079,0.5436241626739502,0.7305848598480225,0.8401725888252258,1.493857797496284,0.5095056891441345,0.6892992854118347,0.8272677659988403,0.001
11,1.2409854735304044,0.5556088089942932,0.7481303811073303,0.8568552136421204,1.4141084957161654,0.4823465645313263,0.6632264852523804,0.7979359030723572,0.001
12,1.1887432776155773,0.5833173394203186,0.7739213705062866,0.8742089867591858,1.2797416020903103,0.502444326877594,0.6990765929222107,0.8299837112426758,0.001
13,1.1431703160387443,0.6011505126953125,0.7845637798309326,0.8853307962417603,1.2500271722067315,0.5611081123352051,0.7485062479972839,0.8674633502960205,0.001
14,1.0512539345374614,0.6276126503944397,0.809683620929718,0.8976989388465881,1.3082011871723815,0.5067898035049438,0.7126561403274536,0.8354155421257019,0.001
15,0.9890207756857172,0.6458293199539185,0.8252156972885132,0.9078619480133057,1.281983680209668,0.5975013375282288,0.7946767807006836,0.8875610828399658,0.001
16,0.9204869816652995,0.6604985594749451,0.8357622027397156,0.9191754460334778,1.2080756613639694,0.6349809765815735,0.8104290962219238,0.9049429893493652,0.001
17,0.84924150504179,0.6853307485580444,0.8529242277145386,0.9325982928276062,1.3233272465657178,0.5980445146560669,0.7843563556671143,0.8756110668182373,0.001
18,0.7507938284087615,0.7065196633338928,0.8696069121360779,0.9383509159088135,1.492073652506004,0.6061922907829285,0.7957631945610046,0.8875610828399658,0.001
19,0.6967794159914823,0.7241610884666443,0.88609778881073,0.9476510286331177,1.3517782595868606,0.6376969218254089,0.8250950574874878,0.9076588749885559,0.001
20,0.6253887604089848,0.7471716403961182,0.9074784517288208,0.9581016302108765,1.6558612528733103,0.56979900598526,0.7979359030723572,0.9049429893493652,0.001
21,0.5532305245545772,0.764717161655426,0.9134228229522705,0.9661553502082825,1.3581721798872444,0.6382400989532471,0.8207495808601379,0.8978815674781799,0.0003
22,0.33563197681167783,0.8456375598907471,0.9512943625450134,0.9826462268829346,1.3324134214166583,0.7012493014335632,0.8701792359352112,0.9364475607872009,0.0003
23,0.2517868992209092,0.8784276247024536,0.9674017429351807,0.9892617464065552,1.42614444994784,0.7115697860717773,0.8788701891899109,0.937533974647522,0.0003
24,0.21024169042092156,0.89386385679245,0.9751678109169006,0.9920421838760376,1.530026324833948,0.7153720855712891,0.8712655901908875,0.9342748522758484,0.0003
