experiment_name,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,specificity_macro,top_2_accuracy,top_3_accuracy,mcc,cohen_kappa,auc_macro_ovr,inference_total_seconds,inference_ms_per_image,num_parameters
efficientnetb0_transfer_noaug,0.4559973924380704,0.4576837630732376,0.39944512129749243,0.4576837630732376,0.38773345025770534,0.5775971523952852,0.4559973924380704,0.48862582907525126,0.9100064760250278,0.6499348109517601,0.7868318122555411,0.34817622833053813,0.3383147073467534,0.803171930739034,11.471465399954468,3.739069556699631,4337795
