0,1,2,3,4,5,6
171,29,8,3,35,24,59
12,41,2,4,4,6,5
15,11,30,4,36,20,44
124,84,101,271,193,191,221
49,51,22,11,193,76,76
22,22,5,3,12,85,13
93,48,27,10,123,58,321
