0,1,2,3,4,5,6
250,14,3,3,16,13,30
13,35,3,2,8,8,5
6,1,68,3,31,16,35
41,20,41,754,116,67,146
9,8,15,8,364,18,56
11,7,6,3,10,116,9
30,2,19,6,117,9,497
