0,1,2,3,4,5,6
179,42,19,15,17,21,36
13,38,4,5,4,7,3
23,16,36,11,33,19,22
131,98,102,420,135,129,170
63,43,36,28,180,83,45
9,17,11,6,11,92,16
127,29,66,35,118,50,255
