0,1,2,3,4,5,6
231,22,10,4,20,4,38
12,38,4,1,6,5,8
8,9,61,7,27,16,32
67,33,79,659,131,50,166
18,12,28,16,307,22,75
8,8,13,1,9,112,11
68,7,30,9,130,15,421
