0,1,2,3,4,5,6
241,21,13,10,7,15,22
13,40,4,4,2,8,3
6,2,94,12,9,21,16
12,27,124,875,69,27,51
9,5,70,35,252,26,81
12,6,26,11,7,97,3
31,5,155,25,81,7,376
